S.no,URLs
334,https://www.yamaha-motor-india.com/news-yamaha-introduces-new-matt-green-colour-saluto.html
335,https://www.yamaha-motor-india.com/news-india-yamaha-motor-registers-22-percent-domestic-sales-growth-august-2016.html
336,https://www.yamaha-motor-india.com/news-india-yamaha-motor-registers-31-percent-domestic-sales-growth-june-2016.html
337,https://www.yamaha-motor-india.com/news-yamaha-introduces-cygnus-alpha-scooter-disc-brake.html
338,https://www.yamaha-motor-india.com/news-india-yamaha-motor-domestic-sales-growth-36percent-may-2016.html
339,https://www.yamaha-motor-india.com/news-india-yamaha-motor-registers-66percentage-domestic-sales-growth-april-2016.html
340,https://www.yamaha-motor-india.com/news-yamahas-next-generation-real-boys-scooter-cygnus-ray-zr-unveiled-during-auto-expo-2016-is-here.html
341,https://www.yamaha-motor-india.com/news-india-yamaha-motor-takes-110cc-segment-by-storm-with-launch-of-affordable-smart-street-bike-saluto-rx.html
342,https://www.yamaha-motor-india.com/news-yamaha-revealed-domestic-growth-rate-44percent-march-2016.html
343,https://www.yamaha-motor-india.com/news-yamaha-fascino-saluto-receives-india-design-mark.html
344,https://www.yamaha-motor-india.com/news-yamaha-domestic-sales-growth-50-percent-february-2016.html
345,https://www.yamaha-motor-india.com/news-yamaha-launches-roadster-motard-yamaha-mt-09-at-13th-auto-expo.html
346,https://www.yamaha-motor-india.com/news-yamaha-unveils-new-scooter-cygnus-ray-zr-13th-auto-expo.html
347,https://www.yamaha-motor-india.com/news-yamaha-organizes-sixth-edition-national-technician-grand-prix-2015.html
348,https://www.yamaha-motor-india.com/news-yamaha-hosts-three-times-world-motogp-champion-jorge-lorenzo.html
349,https://www.yamaha-motor-india.com/news-india-yamaha-motor-crossed-70000-units-october-2015-registering-29-percent-sales-growth.html
350,https://www.yamaha-motor-india.com/news-yamaha-training-school-certified-by-ncvt-government-of-india.html
351,https://www.yamaha-motor-india.com/news-yamaha-reports-13percent-domestic-sales-growth-september-2015.html
352,https://www.yamaha-motor-india.com/news-yamaha-introduces-new-color-fzs-fazer-fuel-injector-version.html
353,https://www.yamaha-motor-india.com/news-all-new-single-seat-yzfr15s-variant-revealed.html
354,https://www.yamaha-motor-india.com/news-india-yamaha-motor-domestic-sales-growth-august-2015.html
355,https://www.yamaha-motor-india.com/news-yamaha-awaited-yzf-r3-sports-model-hits-indian-roads.html
356,https://www.yamaha-motor-india.com/news-yamaha-brings-new-saluto-with-disk-brake-in-new-colors.html
357,https://www.yamaha-motor-india.com/news-yamaha-strengthens-scooter-lineup-with-fascino.html
358,https://www.yamaha-motor-india.com/news-yamaha-launches-economical-and-practical-125cc-saluto.html
359,https://www.yamaha-motor-india.com/news-yamaha-motor-india-sales-introduces-all-new-alpha-ray-rayz-scooters-with-blue-core-technology.html
360,https://www.yamaha-motor-india.com/news-yamaha-motor-india-sales-flagship-r15-version-2-gets-new-colors.html
361,https://www.yamaha-motor-india.com/news-company-upbeat-about-2015-with-exciting-consumer-connect-initiatives.html
362,https://www.yamaha-motor-india.com/news-pvt-ltd-achieves-almost-double-growth-in-domestic-sales.html
363,https://www.yamaha-motor-india.com/news-indonesia-emerges-winner-at-the-yamaha-11th-asean-cup-race-2014.html
364,https://www.yamaha-motor-india.com/news-11th-asean-cup-race.html
365,https://www.yamaha-motor-india.com/news-yamaha-sales-continues-upward-trend-in-october-2014.html
366,https://www.yamaha-motor-india.com/news-mission-10000km.html
367,https://www.yamaha-motor-india.com/news-indias-meenakshi-sundaram-subramanian-wins-world-technician-grand-prix-2014-title.html
368,https://www.yamaha-motor-india.com/news-yamaha-introduces-advanced-fazer-fi-version-2.0-with-blue-core.html
369,https://www.yamaha-motor-india.com/news-yamaha-sales-growth-in-august-2014.html
370,https://www.yamaha-motor-india.com/news-yamaha-sales-growth-in-july-2014.html
371,https://www.yamaha-motor-india.com/news-presents-fz-version-2-and-fz-s-version-2.html
372,https://www.yamaha-motor-india.com/news-yamaha-sales-growth-records-40-percent-in-may-2014.html
373,https://www.yamaha-motor-india.com/news-ray-z-wins-prestigious-india-design-mark-award-2014.html
374,https://www.yamaha-motor-india.com/news-yamaha-sales-growth-in-april-2014.html
375,https://www.yamaha-motor-india.com/news-yamaha-sales-growth-in-march-2014.html
376,https://www.yamaha-motor-india.com/news-yamaha-bring-new-color-variant-to-its-flagship-sports-motorcycle-r15-version-2.html
377,https://www.yamaha-motor-india.com/news-betting-high-on-the-indian-scooter-market-launches-alpha-with-zippy.html
378,https://www.yamaha-motor-india.com/news-motor-india-to-continue-with-john-abraham-as-its-brand-endorser.html
379,https://www.yamaha-motor-india.com/news-motor-india-unveils-its-mascot-and-launches-first-children-safety-program.html
380,https://www.yamaha-motor-india.com/news-yzf-r15-holds-the-two-wheeler-of-year-2009.html
381,https://www.yamaha-motor-india.com/news-yzf-r15-awarded-2009.html
382,https://www.yamaha-motor-india.com/news-yamaha-chennai-auto-show-2009.html
383,https://www.yamaha-motor-india.com/news-grand-finale-result-r15-racing.html
384,https://www.yamaha-motor-india.com/news-season-third-yzf-r15-championship.html
385,https://www.yamaha-motor-india.com/news-yzf-r15-championship-2nd-round-result.html
386,https://www.yamaha-motor-india.com/news-torques-ahead-with-fz16.html
387,https://www.yamaha-motor-india.com/news-yamaha-introduce-trendy-g5-with-electric-start.html
388,https://www.yamaha-motor-india.com/news-yamaha-introduces-alba-with-electric-start.html
389,https://www.yamaha-motor-india.com/news-yamaha-introduce-forged-piston.html
390,https://www.yamaha-motor-india.com/news-yamaha-challengers-ready-2008-racing.html
391,https://www.yamaha-motor-india.com/news-to-introduce-diasil.html
392,https://www.yamaha-motor-india.com/news-yamaha-and-mitsui-enter-joint-venture.html
393,https://www.yamaha-motor-india.com/news-race-bred-yamaha-technology-revs-up-into-sports-biking.html
394,https://www.yamaha-motor-india.com/yamaha-bluesquare-dealers.html
395,https://www.yamaha-motor-india.com/yamaha-testride-dealers.html
396,https://www.yamaha-motor-india.com/consumable-parts-airfilter.html
397,https://www.yamaha-motor-india.com/consumable-parts-wheelbearing.html
398,https://www.yamaha-motor-india.com/consumable-parts-brakepad-brakeshoes.html
399,https://www.yamaha-motor-india.com/consumable-parts-cdiunit.html
400,https://www.yamaha-motor-india.com/consumable-parts-cluchplates.html
401,https://www.yamaha-motor-india.com/consumable-parts-cablethrottle.html
402,https://www.yamaha-motor-india.com/consumable-parts-drivechain.html
403,https://www.yamaha-motor-india.com/consumable-parts-oilfilter.html
404,https://www.yamaha-motor-india.com/consumable-parts-gasketcrankcase.html
405,https://www.yamaha-motor-india.com/consumable-parts-mirrior.html
406,https://www.yamaha-motor-india.com/consumable-parts-sparkplug.html
407,https://www.yamaha-motor-india.com/consumable-parts-cylinderpiston.html
408,https://www.yamaha-motor-india.com/consumable-parts-vbelt.html
409,https://www.yamaha-motor-india.com/parts-yamalube-anaerobic.html
410,https://www.yamaha-motor-india.com/parts-yamalube-fluid.html
411,https://www.yamaha-motor-india.com/parts-yamalube-frontforkoil.html
412,https://www.yamaha-motor-india.com/parts-yamalube-cleaner.html
413,https://www.yamaha-motor-india.com/parts-yamalube-rustinhibitor.html
414,https://www.yamaha-motor-india.com/parts-yamalube-gasket.html
415,https://www.yamaha-motor-india.com/parts-yamalube-yamahachainclean.html
416,https://www.yamaha-motor-india.com/parts-yamalube-chainclean.html
417,https://www.yamaha-motor-india.com/parts-yamalube-yamahachainlube.html
418,https://www.yamaha-motor-india.com/parts-yamalube-chainlube.html
419,https://www.yamaha-motor-india.com/parts-yamalube-engineoil.html
420,https://www.yamaha-motor-india.com/parts-yamalube-gearoil.html
421,https://www.yamaha-motor-india.com/parts-yamalube-lithium.html
422,https://www.yamaha-motor-india.com/parts-yamalube-molybdenum.html
423,https://www.yamaha-motor-india.com/parts-yamalube-optimaprime.html
424,https://www.yamaha-motor-india.com/parts-yamalube-polish.html
425,https://www.yamaha-motor-india.com/parts-yamalube-silicon.html
426,https://www.yamaha-motor-india.com/parts-yamalube-sportypremium.html
427,https://www.yamaha-motor-india.com/parts-yamalube-carburetor.html
428,https://www.yamaha-motor-india.com/parts-yamalube-optima.html
429,https://www.yamaha-motor-india.com/parts-yamalube-optimascooter.html
430,https://www.yamaha-motor-india.com/parts-yamalube-optimascooter-900.html
431,https://www.yamaha-motor-india.com/parts-yamalube-shampoo.html
432,https://www.yamaha-motor-india.com/parts-yamalube-coolant.html
433,https://www.yamaha-motor-india.com/parts-yamalube-slmineral.html
434,https://www.yamaha-motor-india.com/parts-yamalube-sportypremium800.html
435,https://www.yamaha-motor-india.com/parts-yamalube-rs4gp.html
436,https://www.yamaha-motor-india.com/parts-yamalube-scootergearoil.html
437,https://www.yamaha-motor-india.com/parts-yamalube-peacarboncleaner.html
438,https://www.yamaha-motor-india.com/parts-helmet-yrb.html
439,https://www.yamaha-motor-india.com/parts-helmet-avion.html
440,https://www.yamaha-motor-india.com/parts-helmet-yr2.html
441,https://www.yamaha-motor-india.com/parts-helmet-yr3.html
442,https://www.yamaha-motor-india.com/parts-helmet-yr8.html
443,https://www.yamaha-motor-india.com/parts-helmet-yr1.html
444,https://www.yamaha-motor-india.com/parts-helmet-yr4.html
445,https://www.yamaha-motor-india.com/parts-helmet-yr6.html
446,https://shop.yamaha-motor-india.com/products/helmet-yr6
447,https://www.yamaha-motor-india.com/parts-helmet-genex.html
448,https://shop.yamaha-motor-india.com/products/helmet-genex
449,https://www.yamaha-motor-india.com/parts-helmet-yr7.html
450,https://shop.yamaha-motor-india.com/products/helmet-yr7
451,https://www.yamaha-motor-india.com/parts-helmet-yrf.html
452,https://shop.yamaha-motor-india.com/products/helmet-yrf
453,https://shop.yamaha-motor-india.com/products/yzf-r15-ver-3-0-seat-cover-with-red-stitch
454,https://www.yamaha-motor-india.com/yamaha-childrensafetyprogram.html
455,https://shop.yamaha-motor-india.com/collections/all
456,https://shop.yamaha-motor-india.com/pages/tnc_offer_38_delhi
457,https://shop.yamaha-motor-india.com/products/buy-r15v4-clutch-brake-lever
458,https://shop.yamaha-motor-india.com/products/frame-slider
459,https://shop.yamaha-motor-india.com/products/buy-r15v4-led-flasher
460,https://shop.yamaha-motor-india.com/products/buy-r15v4-mobile-charger
461,https://shop.yamaha-motor-india.com/products/seat-cover
462,https://shop.yamaha-motor-india.com/products/skid-plate
463,https://shop.yamaha-motor-india.com/products/buy-r15v4-tank-pad
464,https://shop.yamaha-motor-india.com/collections/r15v4-r15vm-accessories
465,https://shop.yamaha-motor-india.com/collections/r15v4-r15vm-accessories/products/buy-r15v4-led-flasher
466,https://shop.yamaha-motor-india.com/products/black-riding-jacket
467,https://shop.yamaha-motor-india.com/products/blue-riding-jacket
468,https://shop.yamaha-motor-india.com/products/mt-black-biking-jacket-1
469,https://shop.yamaha-motor-india.com/products/lever-guard
470,https://www.yamaha-motor-india.com/product-enquiry.html?product=R15M
471,https://www.yamaha-motor-india.com/product-enquiry.html?product=R15M-60th-WorldGP-Edition
472,https://www.yamaha-motor-india.com/product-enquiry.html?product=R15-V4
473,https://shop.yamaha-motor-india.com/products/fz-v3-sub-wire-lead
474,https://shop.yamaha-motor-india.com/products/yamaha-mt-t-shirt
475,https://shop.yamaha-motor-india.com/products/yamaha-racing-t-shirt
476,https://www.yamaha-motor-india.com/product-enquiry.html?product=MotoGP-Edition
477,https://shop.yamaha-motor-india.com/products/yamaha-cap
478,https://shop.yamaha-motor-india.com/collections/yzf-r15-accessories
479,https://shop.yamaha-motor-india.com/collections/yzf-r15-accessories/products/led-flasher
480,https://shop.yamaha-motor-india.com/collections/yzf-r15-accessories/products/mobile-holder
481,https://shop.yamaha-motor-india.com/collections/yzf-r15-accessories/products/fz-v3-sub-wire-lead
482,https://shop.yamaha-motor-india.com/collections/yzf-r15-accessories/products/usb-charger-all-sports
483,https://www.yamaha-motor-india.com/product-enquiry.html?product=R15S
484,https://www.yamaha-motor-india.com/product-enquiry.html?product=MT-15-Ver-2.0
485,https://www.yamaha-motor-india.com/product-enquiry.html?product=FZS-25
486,https://www.yamaha-motor-india.com/product-enquiry.html?product=FZ-25
487,https://www.yamaha-motor-india.com/product-enquiry.html?product=FZ-X
488,https://www.yamaha-motor-india.com/yamaha-fzs-fi-yamaha-motorcycle-connectx-privacy-policy.html
489,https://www.yamaha-motor-india.com/yamaha-fzs-fi-yamaha-motorcycle-connectx-terms-of-use.html
490,https://www.yamaha-motor-india.com/product-enquiry.html?product=FZ-S-FI
491,https://www.yamaha-motor-india.com/product-enquiry.html?product=FZ-FI-New
492,https://www.yamaha-motor-india.com/product-enquiry.html?product=Aerox-155
493,https://www.yamaha-motor-india.com/product-enquiry.html?product=RayZR-Street-Rally-125-Fi-Hybrid
494,https://www.yamaha-motor-india.com/product-enquiry.html?product=RAYZR-125-FI-Hybrid
495,https://www.yamaha-motor-india.com/product-enquiry.html?product=Fascino-125-FI-Hybrid
